fight_id,event_name,fight_date,location,weight_class,winner,win_method,detail,round,end_time,referee
6572,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Andre Fialho,KO/TKO,Punches to Head At Distance,1,4:39,Mark Smith
6573,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Caio Borralho,Decision - Unanimous,Technical DecisionMike Bell27 - 29.Doug Crosby27 - 29.Junichiro Kamijo27 - 29.,3,3:56,Dan Miragliotta
6574,UFC Fight Night: Luque vs. Muhammad,"April 16, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Belal Muhammad,Decision - Unanimous,Derek Cleary46 - 49.Sal D'amato46 - 49.Chris Lee47 - 48.,5,5:00,Herb Dean
6575,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Mike Jackson,DQ,Eye Poke by Barry,1,3:52,Chris Tognoni
6576,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Philipe Lins,Decision - Unanimous,Eric Colon28 - 29.Chris Lee28 - 29.Tony Weeks28 - 29.,3,5:00,Mark Smith
6577,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Preston Parsons,Decision - Unanimous,Ron McCarthy26 - 30.Rick Winter27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Herb Dean
6578,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Aoriqileng,KO/TKO,Punches to Head From Back Control,1,2:48,Keith Peterson
6579,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Tyson Pedro,KO/TKO,Punches to Head On Ground,1,4:55,Mark Smith
6580,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Sergey Khandozhko,KO/TKO,Punches to Head At Distance,2,4:15,Chris Tognoni
6581,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Catch Weight Bout,Marc-Andre Barriault,Submission,Guillotine Choke From Bottom Guard,1,2:36,Herb Dean
6582,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Charles Jourdain,Submission,Guillotine Choke From Bottom Guard,1,2:32,Keith Peterson
6583,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Maycee Barber,Decision - Unanimous,Ron McCarthy27 - 30.Adalaide Byrd27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Chris Tognoni
6584,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Claudio Puelles,Submission,Kneebar From Bottom Half Guard,1,3:01,Herb Dean
6585,UFC Fight Night: Lemos vs. Andrade,"April 23, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Jessica Andrade,Submission,Arm Triangle Standing,1,3:13,Keith Peterson
6586,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Shanna Young,KO/TKO,Punches to Head From Back Control,2,3:11,Jason Herzog
6587,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Natan Levy,Decision - Unanimous,Mike Bell28 - 29.Adalaide Byrd27 - 30.Sal D'amato28 - 29.,3,5:00,Mark Smith
6588,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Gabe Green,KO/TKO,Punches to Head On Ground,2,4:02,Herb Dean
6589,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Flyweight Bout,Francisco Figueiredo,Submission,Kneebar On Ground,1,1:18,Keith Peterson
6590,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Alexandr Romanov,Submission,Keylock From Mount,1,2:11,Mark Smith
6591,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Krzysztof Jotko,Decision - Unanimous,Sal D'amato27 - 30.Adalaide Byrd27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Herb Dean
6592,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Darren Elkins,Decision - Unanimous,Mike Bell27 - 30.Bryan Miner27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Jason Herzog
6593,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Grant Dawson,Submission,Rear Naked Choke,3,4:11,Keith Peterson
6594,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Joanderson Brito,KO/TKO,Punch to Head At Distance,1,0:41,Herb Dean
6595,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Andrei Arlovski,Decision - Split,Mike Bell30 - 27.Doug Crosby28 - 29.Sal D'amato28 - 29.,3,5:00,Mark Smith
6596,UFC Fight Night: Font vs. Vera,"April 30, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Marlon Vera,Decision - Unanimous,Mike Bell47 - 48.Sal D'amato46 - 49.Junichiro Kamijo46 - 49.,5,5:00,Jason Herzog
6597,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Bantamweight Bout,Journey Newson,Decision - Unanimous,Junichiro Kamijo27 - 30.Chris Lee27 - 30.Brad Frank28 - 29.,3,5:00,Ryan Brueggeman
6598,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Women's Strawweight Bout,Loopy Godinez,Decision - Unanimous,Eric Colon26 - 30.Chris Lee26 - 30.Chris Flores27 - 30.,3,5:00,Jason Herzog
6599,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Flyweight Bout,CJ Vergara,Decision - Split,Eric Colon28 - 29.Junichiro Kamijo29 - 28.Eric Curcio28 - 29.,3,5:00,Keith Peterson
6600,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Women's Flyweight Bout,Tracy Cortez,Decision - Unanimous,Chris Lee28 - 29.Rick Winter28 - 29.Brad Frank28 - 29.,3,5:00,Jason Herzog
6601,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Welterweight Bout,Andre Fialho,KO/TKO,Punch to Head At Distance,1,2:35,Marc Goddard
6602,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Heavyweight Bout,Blagoy Ivanov,Decision - Unanimous,Junichiro Kamijo28 - 29.Chris Lee28 - 29.Eric Curcio28 - 29.,3,5:00,Marc Goddard
6603,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Flyweight Bout,Brandon Royval,Submission,Guillotine Choke From Bottom Guard,1,2:14,Ryan Brueggeman
6604,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Women's Featherweight Bout,Macy Chiasson,Decision - Split,Eric Colon27 - 30.Chris Flores27 - 30.Junichiro Kamijo29 - 28.,3,5:00,Keith Peterson
6605,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Welterweight Bout,Francisco Trinaldo,Decision - Unanimous,Chris Flores27 - 30.Junichiro Kamijo26 - 30.Eric Colon28 - 29.,3,5:00,Ryan Brueggeman
6606,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Welterweight Bout,Randy Brown,Decision - Split,Chris Lee28 - 29.Rick Winter29 - 28.Junichiro Kamijo28 - 29.,3,5:00,Jason Herzog
6607,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Light Heavyweight Bout,Ovince Saint Preux,Decision - Split,Eric Colon28 - 29.Junichiro Kamijo29 - 28.Rick Winter27 - 30.,3,5:00,Marc Goddard
6608,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Lightweight Bout,Michael Chandler,KO/TKO,"Kick to Head At Distance
      Front kick",2,0:17,Jason Herzog
6609,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",UFC Women's Strawweight Title Bout,Carla Esparza,Decision - Split,Brad Frank47 - 48.Rick Winter46 - 49.Eric Colon48 - 47.,5,5:00,Keith Peterson
6610,UFC 274: Oliveira vs. Gaethje,"May 07, 2022","Phoenix, Arizona, USA",Lightweight Bout,Charles Oliveira,Submission,Rear Naked Choke,1,3:22,Marc Goddard
6611,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Andre Petroski,Submission,Anaconda Choke On Ground,1,1:16,Chris Tognoni
6612,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Flyweight Bout,Tatsuro Taira,Decision - Unanimous,Derek Cleary26 - 30.Ron McCarthy27 - 30.Adalaide Byrd27 - 30.,3,5:00,Mike Beltran
6613,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Virna Jandiroba,Decision - Unanimous,Sal D'amato27 - 30.Chris Lee27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Mark Smith
6614,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Michael Johnson,KO/TKO,Punch to Head At Distance,2,3:22,Herb Dean
6615,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Viviane Araujo,Decision - Unanimous,Derek Cleary28 - 29.Sal D'amato27 - 29.Junichiro Kamijo27 - 29.,3,5:00,Chris Tognoni
6616,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Flyweight Bout,Allan Nascimento,Decision - Unanimous,Sal D'amato27 - 30.Ron McCarthy27 - 30.Adalaide Byrd27 - 30.,3,5:00,Mike Beltran
6617,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Manuel Torres,KO/TKO,Punches to Head At Distance,1,3:27,Herb Dean
6618,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Katlyn Cerminara,Decision - Split,Sal D'amato28 - 29.Derek Cleary29 - 28.Junichiro Kamijo28 - 29.,3,5:00,Chris Tognoni
6619,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Davey Grant,KO/TKO,Punches to Head On Ground,3,0:49,Mike Beltran
6620,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Ryan Spann,Submission,Guillotine Choke Standing,1,2:22,Herb Dean
6621,UFC Fight Night: Blachowicz vs. Rakic,"May 14, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Jan Blachowicz,KO/TKO,"to    
      Injury",3,1:11,Mark Smith
6622,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Sam Hughes,KO/TKO,Elbows to Head From Mount,3,3:52,Chris Tognoni
6623,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Chase Hooper,KO/TKO,Punches to Head From Back Control,3,3:00,Mark Smith
6624,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Jonathan Martinez,Decision - Unanimous,Derek Cleary27 - 30.Ron McCarthy27 - 30.Anthony Maness27 - 30.,3,5:00,Herb Dean
6625,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Uros Medic,KO/TKO,Punch to Head At Distance,2,3:05,Chris Tognoni
6626,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Jailton Almeida,Submission,Rear Naked Choke,1,4:35,Mark Smith
6627,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Joseph Holmes,Submission,Rear Naked Choke,1,1:04,Herb Dean
6628,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Middleweight Bout,JunYong Park,Decision - Split,Anthony Maness28 - 29.Mike Bell29 - 28.Sal D'amato28 - 29.,3,5:00,Jason Herzog
6629,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Tabatha Ricci,Decision - Unanimous,Mike Bell28 - 29.Ron McCarthy28 - 29.Adalaide Byrd28 - 29.,3,5:00,Chris Tognoni
6630,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Chidi Njokuani,KO/TKO,Elbow to Head In Clinch,1,4:48,Mark Smith
6631,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Michel Pereira,Decision - Split,Mike Bell28 - 29.Ron McCarthy27 - 30.Junichiro Kamijo29 - 28.,3,5:00,Herb Dean
6632,UFC Fight Night: Holm vs. Vieira,"May 21, 2022","Las Vegas, Nevada, USA",Women's Bantamweight Bout,Ketlen Vieira,Decision - Split,Mike Bell47 - 48.Sal D'amato48 - 47.Derek Cleary47 - 48.,5,5:00,Jason Herzog
6633,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Erin Blanchfield,Submission,Guillotine Choke Standing,2,2:38,Chris Tognoni
6634,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Rinat Fakhretdinov,Decision - Unanimous,Tony Weeks26 - 30.Chris Lee26 - 30.Doug Crosby27 - 30.,3,5:00,Mark Smith
6635,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Flyweight Bout,Jeff Molina,Decision - Split,Sal D'amato28 - 29.Mike Bell29 - 28.Anthony Maness27 - 30.,3,5:00,Herb Dean
6636,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Tony Gravely,KO/TKO,Punch to Head In Clinch,1,1:08,Chris Tognoni
6637,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Benoit Saint Denis,Submission,Rear Naked Choke,2,1:32,Mark Smith
6638,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Damon Jackson,Decision - Unanimous,Chris Lee27 - 30.Anthony Maness27 - 30.Mike Bell28 - 29.,3,5:00,Keith Peterson
6639,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Joe Solecki,Decision - Majority,Adalaide Byrd28 - 28.Derek Cleary27 - 28.Sal D'amato27 - 29.,3,5:00,Chris Tognoni
6640,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Karolina Kowalkiewicz,Submission,Rear Naked Choke,2,4:01,Mark Smith
6641,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Alonzo Menifield,KO/TKO,Elbows to Head From Crucifix,1,4:40,Herb Dean
6642,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Flyweight Bout,Ode Osbourne,KO/TKO,Punch to Head At Distance,1,1:01,Keith Peterson
6643,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Karine Silva,Submission,D'Arce Choke On Ground,1,4:55,Chris Tognoni
6644,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Lucas Almeida,KO/TKO,Punches to Head From Half Guard,3,0:55,Mark Smith
6645,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Movsar Evloev,Decision - Unanimous,Doug Crosby26 - 30.Mike Bell27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Keith Peterson
6646,UFC Fight Night: Volkov vs. Rozenstruik,"June 04, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Alexander Volkov,KO/TKO,Punches to Head At Distance,1,2:12,Herb Dean
6647,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Women's Featherweight Bout,Joselyne Edwards,Decision - Unanimous,Anthony Dimitriou27 - 30.Ben Cartlidge28 - 29.Clemens Werner28 - 29.,3,5:00,John Sharp
6648,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Women's Strawweight Bout,Silvana Gomez Juarez,KO/TKO,Punches to Head At Distance,1,1:22,Steve Perceval
6649,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Bantamweight Bout,Kyung Ho Kang,Decision - Unanimous,Ben Cartlidge28 - 29.Anthony Dimitriou28 - 29.Howard Hughes28 - 29.,3,5:00,Thomas Fan
6650,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Middleweight Bout,Brendan Allen,Decision - Unanimous,Evan Field28 - 29.Garth Harriman28 - 29.Howard Hughes28 - 29.,3,5:00,Jason Herzog
6651,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Lightweight Bout,Maheshate,KO/TKO,Punch to Head At Distance,1,1:14,Marc Goddard
6652,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Featherweight Bout,Josh Culibao,Decision - Split,Evan Field28 - 29.Anthony Dimitriou29 - 28.Howard Hughes28 - 29.,3,5:00,Steve Perceval
6653,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Welterweight Bout,Jack Della Maddalena,KO/TKO,Punch to Body At Distance,1,2:32,John Sharp
6654,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Welterweight Bout,Jake Matthews,KO/TKO,Punch to Head At Distance,2,2:24,Jason Herzog
6655,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",Women's Strawweight Bout,Zhang Weili,KO/TKO,Spinning Back Fist Head,2,2:28,Marc Goddard
6656,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",UFC Women's Flyweight Title Bout,Valentina Shevchenko,Decision - Split,Howard Hughes47 - 48.David Lethaby48 - 47.Clemens Werner46 - 49.,5,5:00,Jason Herzog
6657,UFC 275: Teixeira vs. Prochazka,"June 11, 2022","Kallang, Singapore",UFC Light Heavyweight Title Bout,Jiri Prochazka,Submission,Rear Naked Choke,5,4:32,Marc Goddard
6658,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Middleweight Bout,Roman Dolidze,KO/TKO,Knee to Head In Clinch,1,1:13,Mike Beltran
6659,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Middleweight Bout,Phil Hawes,KO/TKO,Elbows to Head At Distance,2,4:25,Herb Dean
6660,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Bantamweight Bout,Cody Stamann,KO/TKO,Punches to Head At Distance,1,0:59,Jacob Montalvo
6661,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Women's Strawweight Bout,Maria Oliveira,Decision - Split,Chris Lee28 - 29.Jon Schorle29 - 28.Joel Ojeda28 - 29.,3,5:00,Kerry Hatley
6662,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Featherweight Bout,Ricardo Ramos,KO/TKO,Spinning Back Elbow to Head At Distance,1,1:12,Mike Beltran
6663,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Welterweight Bout,Jeremiah Wells,KO/TKO,Punch to Head At Distance,1,1:34,Herb Dean
6664,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Women's Flyweight Bout,Natalia Silva,Decision - Unanimous,Chris Lee26 - 30.Joel Ojeda27 - 30.Jon Schorle27 - 30.,3,5:00,Jacob Montalvo
6665,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Bantamweight Bout,Adrian Yanez,KO/TKO,Punches to Head At Distance,1,3:49,Kerry Hatley
6666,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Middleweight Bout,Gregory Rodrigues,KO/TKO,Punch to Head At Distance,1,3:18,Mike Beltran
6667,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Lightweight Bout,Damir Ismagulov,Decision - Split,Doug Crosby29 - 28.Chris Lee28 - 29.Jason Stafin27 - 30.,3,5:00,Herb Dean
6668,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Middleweight Bout,Joaquin Buckley,TKO - Doctor's Stoppage,,2,5:00,Jacob Montalvo
6669,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Welterweight Bout,Kevin Holland,Submission,D'Arce Choke On Ground,2,1:28,Kerry Hatley
6670,UFC Fight Night: Kattar vs. Emmett,"June 18, 2022","Austin, Texas, USA",Featherweight Bout,Josh Emmett,Decision - Split,Chris Lee47 - 48.Doug Crosby48 - 47.Sal D'amato47 - 48.,5,5:00,Herb Dean
6671,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Vanessa Demopoulos,Decision - Split,Ron McCarthy28 - 29.Sal D'amato29 - 28.Jerin Valel27 - 30.,3,5:00,Chris Tognoni
6672,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Mario Bautista,Submission,Rear Naked Choke,1,2:27,Herb Dean
6673,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Flyweight Bout,Cody Durden,KO/TKO,Punch to Head At Distance,1,1:08,Mark Smith
6674,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Sergey Morozov,Decision - Unanimous,Chris Lee28 - 29.Junichiro Kamijo28 - 29.Tony Weeks28 - 29.,3,5:00,Jason Herzog
6675,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Shayilan Nuerdanbieke,Decision - Unanimous,Sal D'amato28 - 29.Ron McCarthy28 - 29.Adalaide Byrd28 - 29.,3,5:00,Chris Tognoni
6676,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Carlos Ulberg,KO/TKO,Punches to Head At Distance,1,1:15,Herb Dean
6677,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Chris Curtis,Decision - Unanimous,Chris Lee28 - 29.Anthony Maness28 - 29.Junichiro Kamijo28 - 29.,3,5:00,Mark Smith
6678,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Umar Nurmagomedov,Decision - Unanimous,25 - 30.26 - 30.Junichiro Kamijo27 - 30.,3,5:00,Jason Herzog
6679,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Thiago Moises,Submission,Rear Naked Choke,1,3:05,Herb Dean
6680,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Josh Parisian,KO/TKO,Punches to Head From Back Control,2,3:04,Mark Smith
6681,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Shavkat Rakhmonov,Submission,Guillotine Choke On Ground,2,4:58,Chris Tognoni
6682,UFC Fight Night: Tsarukyan vs. Gamrot,"June 25, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Mateusz Gamrot,Decision - Unanimous,Sal D'amato47 - 48.Chris Lee47 - 48.Ron McCarthy47 - 48.,5,5:00,Jason Herzog
6683,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Women's Bantamweight Bout,Julija Stoliarenko,Submission,Armbar From Side Control,1,0:42,Chris Tognoni
6684,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Maycee Barber,Decision - Unanimous,Sal D'amato28 - 29.Ron McCarthy28 - 29.Adalaide Byrd27 - 30.,3,5:00,Jason Herzog
6685,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Andre Muniz,Decision - Unanimous,Derek Cleary27 - 30.Anthony Maness27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Herb Dean
6686,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Dricus Du Plessis,Decision - Unanimous,Mike Bell28 - 29.Ron McCarthy28 - 29.Tony Weeks28 - 29.,3,5:00,Mark Smith
6687,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Ian Machado Garry,Decision - Unanimous,Derek Cleary27 - 30.Adalaide Byrd27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Chris Tognoni
6688,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Jim Miller,Submission,Guillotine Choke After Drop to Guard,2,1:32,Mark Smith
6689,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Jalin Turner,Submission,Guillotine Choke From Mount,1,0:45,Marc Goddard
6690,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Draw,Could Not Continue,Eye Poke by O'Malley,2,3:09,Jason Herzog
6691,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Bryan Barberena,KO/TKO,Punches to Head At Distance,2,4:47,Mark Smith
6692,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Alex Pereira,KO/TKO,Punches to Head At Distance,1,2:36,Jason Herzog
6693,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",UFC Featherweight Title Bout,Alexander Volkanovski,Decision - Unanimous,Mike Bell45 - 50.Sal D'amato45 - 50.Ron McCarthy45 - 50.,5,5:00,Marc Goddard
6694,UFC 276: Adesanya vs. Cannonier,"July 02, 2022","Las Vegas, Nevada, USA",UFC Middleweight Title Bout,Israel Adesanya,Decision - Unanimous,Derek Cleary46 - 49.Junichiro Kamijo46 - 49.Sal D'amato45 - 50.,5,5:00,Herb Dean
