fight_id,event_name,fight_date,location,weight_class,winner,win_method,detail,round,end_time,referee
2011,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Flyweight Bout,Chris Cariaso,Decision - Unanimous,Ray Balewicz27 - 30.Dan Stell27 - 30.Susan Thomas-Gitlin27 - 30.,3,5:00,Jason McCoy
2012,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Bantamweight Bout,Alex Caceres,Submission,Triangle Choke From Bottom Guard,2,1:27,Josh Rosenthal
2013,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Lightweight Bout,Rafael Dos Anjos,Decision - Unanimous,Ray Balewicz27 - 30.Susan Thomas-Gitlin27 - 30.Steve Morrow28 - 29.,3,5:00,Marcos Rosales
2014,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Bantamweight Bout,TJ Dillashaw,Submission,Rear Naked Choke,1,2:33,Jason McCoy
2015,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Middleweight Bout,Francis Carmont,Submission,Rear Naked Choke,2,1:39,Josh Rosenthal
2016,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Welterweight Bout,Aaron Simpson,Decision - Unanimous,Steve Morrow27 - 30.Ray Balewicz28 - 29.Dan Stell28 - 29.,3,5:00,Marcos Rosales
2017,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Light Heavyweight Bout,James Te Huna,Decision - Unanimous,Steve Morrow26 - 30.Ray Balewicz27 - 30.Susan Thomas-Gitlin27 - 30.,3,5:00,Jason McCoy
2018,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Middleweight Bout,Chris Weidman,KO/TKO,Elbow to Head At Distance,2,1:37,Josh Rosenthal
2019,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Lightweight Bout,Anton Kuivanen,Decision - Split,Richard Bertrand28 - 29.Sal D'amato29 - 28.Jeff Blatnick28 - 29.,3,5:00,Josh Rosenthal
2020,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Featherweight Bout,Antonio Carvalho,KO/TKO,Punch to Head In Clinch,1,1:11,Mario Yamasaki
2021,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Bantamweight Bout,Bryan Caraway,Submission,Rear Naked Choke,3,1:39,Yves Lavigne
2022,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Light Heavyweight Bout,Ryan Jimmo,KO/TKO,Punch to Head At Distance,1,0:07,Josh Rosenthal
2023,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Bantamweight Bout,Draw,Overturned,Failed Drug Test by Rivera,1,4:19,Mario Yamasaki
2024,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Middleweight Bout,Nick Ring,Decision - Unanimous,Peter Adamcik28 - 29.Richard Bertrand28 - 29.Chris Lee28 - 29.,3,5:00,Yves Lavigne
2025,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Welterweight Bout,Draw,Overturned,Failed Drug Test by Riddle,3,2:02,Josh Rosenthal
2026,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Welterweight Bout,James Head,Decision - Split,Jeff Blatnick28 - 29.Sal D'amato29 - 28.Chris Lee28 - 29.,3,5:00,Mario Yamasaki
2027,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Heavyweight Bout,Cheick Kongo,Decision - Unanimous,Jeff Blatnick28 - 30.Richard Bertrand27 - 30.Peter Adamcik27 - 30.,3,5:00,Yves Lavigne
2028,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",Middleweight Bout,Tim Boetsch,Decision - Split,Sal D'amato28 - 29.Richard Bertrand29 - 28.Chris Lee28 - 29.,3,5:00,Josh Rosenthal
2029,UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",UFC Interim Bantamweight Title Bout,Renan Barao,Decision - Unanimous,Jeff Blatnick46 - 49.Chris Lee45 - 50.Sal D'amato46 - 49.,5,5:00,Mario Yamasaki
2030,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Flyweight Bout,John Moraga,KO/TKO,Elbow to Head In Clinch,1,3:46,Herb Dean
2031,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Featherweight Bout,Manvel Gamburyan,Decision - Unanimous,Mike Beltran28 - 29.Lester Griffin28 - 29.Cecil Peoples27 - 30.,3,5:00,Luis Cobian
2032,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Heavyweight Bout,Philip De Fries,Submission,Rear Naked Choke,2,4:16,John McCarthy
2033,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Featherweight Bout,Rani Yahya,Submission,North-South Choke,1,3:15,Herb Dean
2034,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Light Heavyweight Bout,Draw,Could Not Continue,Eye Poke by Davis,1,1:28,Luis Cobian
2035,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Featherweight Bout,Nam Phan,Decision - Split,Mike Beltran28 - 29.Lester Griffin29 - 28.Cecil Peoples28 - 29.,3,5:00,John McCarthy
2036,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Welterweight Bout,Mike Swick,KO/TKO,Punch to Head On Ground,2,1:20,Herb Dean
2037,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Lightweight Bout,Joe Lauzon,Submission,Triangle Choke From Bottom,3,2:44,Luis Cobian
2038,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Light Heavyweight Bout,Lyoto Machida,KO/TKO,Punch to Head At Distance,2,1:32,John McCarthy
2039,UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",Light Heavyweight Bout,Mauricio Rua,KO/TKO,Punches to Head At Distance,4,4:09,Herb Dean
2040,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Featherweight Bout,Nik Lentz,KO/TKO,Punches to Head From Back Control,1,3:45,Tim Mills
2041,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Bantamweight Bout,Chico Camus,Decision - Unanimous,Dave Hagen28 - 29.Mark Van Tine27 - 30.Eric Heinz28 - 29.,3,5:00,Tom Johnson
2042,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Bantamweight Bout,Erik Perez,KO/TKO,Punch to Head At Distance,1,0:17,Herb Dean
2043,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Middleweight Bout,Michael Kuiper,KO/TKO,Punch to Head In Clinch,2,2:16,Adam Martinez
2044,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Featherweight Bout,Dennis Bermudez,Submission,Guillotine Choke Standing,1,4:43,Tom Johnson
2045,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Featherweight Bout,Max Holloway,KO/TKO,Punch to Body In Clinch,2,4:49,Josh Rosenthal
2046,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Middleweight Bout,Yushin Okami,KO/TKO,Punches to Head From Back Control,2,3:05,Herb Dean
2047,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Middleweight Bout,Draw,Overturned,Failed Drug Test by ShieldsHale Hilsabeck28 - 29.Dave Hagen27 - 30.Tony Weeks27 - 30.,3,5:00,Adam Martinez
2048,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",Lightweight Bout,Donald Cerrone,KO/TKO,Kick to Head At Distance,1,1:16,Josh Rosenthal
2049,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",UFC Lightweight Title Bout,Benson Henderson,Decision - Split,Tony Weeks49 - 46.Dave Hagen47 - 48.Mark Van Tine47 - 48.,5,5:00,Herb Dean
2050,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Welterweight Bout,Kyle Noke,KO/TKO,Punch to Head At Distance,1,0:45,Dan Miragliotta
2051,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Bantamweight Bout,Mitch Gagnon,Submission,Rear Naked Choke,1,1:09,Josh Rosenthal
2052,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Welterweight Bout,Seth Baczynski,KO/TKO,Punch to Head In Clinch,1,4:10,John McCarthy
2053,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Featherweight Bout,Marcus Brimage,Decision - Unanimous,Richard Bertrand28 - 29.Jeff Blatnick28 - 29.Doug Crosby28 - 29.,3,5:00,Yves Lavigne
2054,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Welterweight Bout,Sean Pierson,Decision - Unanimous,Richard Bertrand28 - 29.Jeff Blatnick28 - 29.Doug Crosby28 - 29.,3,5:00,Josh Rosenthal
2055,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Lightweight Bout,TJ Grant,Decision - Unanimous,Richard Bertrand28 - 29.Doug Crosby27 - 30.Jeff Blatnick28 - 29.,3,5:00,Dan Miragliotta
2056,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Light Heavyweight Bout,Vinny Magalhaes,Submission,Armbar On Ground,2,1:14,John McCarthy
2057,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Featherweight Bout,Cub Swanson,KO/TKO,Punch to Head At Distance,1,2:40,Yves Lavigne
2058,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Light Heavyweight Bout,Matt Hamill,Decision - Unanimous,Doug Crosby28 - 29.Jeff Blatnick27 - 30.Sal D'amato27 - 30.,3,5:00,Dan Miragliotta
2059,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",Middleweight Bout,Michael Bisping,Decision - Unanimous,Jeff Blatnick28 - 29.Doug Crosby28 - 29.Sal D'amato28 - 29.,3,5:00,Josh Rosenthal
2060,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",UFC Flyweight Title Bout,Demetrious Johnson,Decision - Split,Jeff Blatnick47 - 48.Richard Bertrand48 - 47.Doug Crosby46 - 49.,5,5:00,Yves Lavigne
2061,UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",UFC Light Heavyweight Title Bout,Jon Jones,Submission,Keylock From Side Control,4,0:54,John McCarthy
2062,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Featherweight Bout,Robert Peralta,KO/TKO,Punch to Head At Distance,1,0:23,Marc Goddard
2063,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Catch Weight Bout,Gunnar Nelson,Submission,Rear Naked Choke,1,3:34,Herb Dean
2064,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Middleweight Bout,Brad Tavares,Decision - Split,Howard Hughes27 - 30.Doug Crosby29 - 28.Chris Watts28 - 29.,3,5:00,Leon Roberts
2065,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Featherweight Bout,Akira Corassani,Decision - Split,Aaron Chatfield28 - 29.Mark Collett30 - 27.Chris Watts28 - 29.,3,5:00,Marc Goddard
2066,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Light Heavyweight Bout,Jimi Manuwa,TKO - Doctor's Stoppage,Eye Injury,2,5:00,Leon Roberts
2067,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Welterweight Bout,Che Mills,KO/TKO,"to    
      Knee Injury",1,2:28,Herb Dean
2068,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Welterweight Bout,John Hathaway,Decision - Unanimous,Mark Collett27 - 30.Doug Crosby27 - 30.Howard Hughes27 - 30.,3,5:00,Marc Goddard
2069,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Lightweight Bout,Matt Wiman,Submission,Armbar On Ground,1,3:48,Herb Dean
2070,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Bantamweight Bout,Brad Pickett,KO/TKO,Punch to Head At Distance,1,3:40,Leon Roberts
2071,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Welterweight Bout,Dan Hardy,Decision - Unanimous,Mark Collett28 - 29.Chris Watts28 - 29.Aaron Chatfield27 - 30.,3,5:00,Marc Goddard
2072,UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",Heavyweight Bout,Stefan Struve,KO/TKO,Punches to Head At Distance,2,3:50,Herb Dean
2073,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Flyweight Bout,Darren Uyenoyama,Submission,Rear Naked Choke,2,3:38,Nick Gamst
2074,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Featherweight Bout,Diego Nunes,Decision - Unanimous,Kyle Shiely27 - 30.Todd Neilsen28 - 29.Andy Kemp27 - 30.,3,5:00,Darryl Guthmiller
2075,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Lightweight Bout,Jacob Volkmann,Submission,Rear Naked Choke,1,2:38,Herb Dean
2076,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Lightweight Bout,Marcus LeVesseur,Decision - Split,Sal D'amato28 - 29.Chris Lee29 - 28.Andy Kemp28 - 29.,3,5:00,Josh Rosenthal
2077,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Welterweight Bout,Mike Pierce,KO/TKO,Punch to Head At Distance,2,0:29,Darryl Guthmiller
2078,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Lightweight Bout,Michael Johnson,KO/TKO,Punch to Head At Distance,2,1:06,Josh Rosenthal
2079,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Welterweight Bout,Justin Edwards,Submission,"Guillotine Choke Standing
      Technical Submission",1,0:45,Nick Gamst
2080,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Flyweight Bout,John Dodson,KO/TKO,Punch to Head At Distance,2,4:35,Darryl Guthmiller
2081,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Welterweight Bout,Jake Ellenberger,Decision - Unanimous,Jeff Blatnick28 - 29.Kyle Shiely28 - 29.Chris Lee28 - 29.,3,5:00,Josh Rosenthal
2082,UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",Heavyweight Bout,Antonio Silva,KO/TKO,Punch to Head At Distance,1,3:27,Herb Dean
2083,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Lightweight Bout,Cristiano Marcello,Decision - Split,Cardo Urso29 - 28.Romulo Bittencourt28 - 29.Aaron Chatfield27 - 30.,3,5:00,Fernando Yamasaki
2084,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Middleweight Bout,Chris Camozzi,Decision - Unanimous,Mark Collett28 - 29.Doug Crosby28 - 29.Howard Hughes28 - 29.,3,5:00,Marc Goddard
2085,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Welterweight Bout,Sergio Moraes,Submission,Rear Naked Choke,3,3:10,Mario Yamasaki
2086,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Featherweight Bout,Diego Brandao,Decision - Unanimous,Mark Collett27 - 30.Doug Crosby27 - 30.Cardo Urso27 - 30.,3,5:00,Fernando Yamasaki
2087,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Lightweight Bout,Gleison Tibau,Decision - Unanimous,Aaron Chatfield28 - 29.Mark Collett28 - 29.Howard Hughes28 - 29.,3,5:00,Marc Goddard
2088,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Featherweight Bout,Rony Jason,KO/TKO,Punch to Head At Distance,2,4:16,Fernando Yamasaki
2089,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Welterweight Bout,Demian Maia,Submission,Rear Naked Choke,1,2:30,Mario Yamasaki
2090,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Light Heavyweight Bout,Phil Davis,Submission,Anaconda Choke On Ground,2,4:29,Marc Goddard
2091,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Welterweight Bout,Jon Fitch,Decision - Unanimous,Howard Hughes27 - 30.Aaron Chatfield28 - 29.Mark Collett28 - 29.,3,5:00,Marc Goddard
2092,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Light Heavyweight Bout,Glover Teixeira,TKO - Doctor's Stoppage,Stoppage Between Rounds,2,5:00,Mario Yamasaki
2093,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Heavyweight Bout,Antonio Rodrigo Nogueira,Submission,Armbar On Ground,2,4:31,Mario Yamasaki
2094,UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",Light Heavyweight Bout,Anderson Silva,KO/TKO,Knee to Body At Distance,1,4:40,Marc Goddard
2095,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Middleweight Bout,Riki Fukuda,Decision - Unanimous,Thomas Fan27 - 30.Bass Singh28 - 29.Chris Watts28 - 29.,3,5:00,Marc Goddard
2096,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Flyweight Bout,John Lineker,Decision - Unanimous,Aaron Chatfield28 - 29.Thomas Fan27 - 30.Chris Watts28 - 29.,3,5:00,Steve Perceval
2097,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Bantamweight Bout,Alex Caceres,Decision - Split,Bass Singh29 - 28.Aaron Chatfield27 - 30.Mark Collett27 - 30.,3,5:00,Marc Goddard
2098,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Bantamweight Bout,Takeya Mizugaki,Decision - Unanimous,Aaron Chatfield25 - 30.Thomas Fan27 - 30.Chris Watts27 - 30.,3,5:00,Steve Perceval
2099,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Lightweight Bout,Jon Tuck,Decision - Unanimous,Mark Collett28 - 29.Bass Singh27 - 30.Thomas Fan28 - 29.,3,5:00,Marc Goddard
2100,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Lightweight Bout,Takanori Gomi,Decision - Split,Mark Collett28 - 29.Aaron Chatfield29 - 28.Chris Watts28 - 29.,3,5:00,Steve Perceval
2101,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Welterweight Bout,Dong Hyun Kim,Decision - Unanimous,Mark Collett26 - 30.Bass Singh27 - 30.Chris Watts27 - 30.,3,5:00,Marc Goddard
2102,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Light Heavyweight Bout,Draw,Overturned,Failed Drug Test by Silva,3,1:45,Steve Perceval
2103,UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",Middleweight Bout,Cung Le,KO/TKO,Punch to Head At Distance,1,2:17,Marc Goddard
2104,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Featherweight Bout,Darren Elkins,Decision - Unanimous,Sal D'amato27 - 30.Cardo Urso27 - 30.Tony Weeks27 - 30.,3,5:00,Marc-Andre Cote
2105,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Bantamweight Bout,Ivan Menjivar,Submission,Armbar From Bottom Guard,1,2:44,Philippe Chartier
2106,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Welterweight Bout,Matthew Riddle,Decision - Unanimous,Sal D'amato27 - 30.Tony Weeks27 - 30.Benoit Roussel28 - 29.,3,5:00,Yves Lavigne
2107,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Featherweight Bout,Antonio Carvalho,Decision - Split,Tony Weeks28 - 29.Cardo Urso29 - 28.John Woodburn28 - 29.,3,5:00,Dan Miragliotta
2108,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Lightweight Bout,John Makdessi,Decision - Unanimous,Sal D'amato27 - 30.Benoit Roussel28 - 29.David Therien27 - 30.,3,5:00,Marc-Andre Cote
2109,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Light Heavyweight Bout,Cyrille Diabate,Submission,Rear Naked Choke,1,2:24,Philippe Chartier
2110,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Middleweight Bout,Patrick Cote,DQ,Punches to Back of Head by Sakara,1,1:26,Dan Miragliotta
2111,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Featherweight Bout,Pablo Garza,Decision - Unanimous,Sal D'amato27 - 29.Tony Weeks26 - 30.Cardo Urso28 - 29.,3,5:00,Marc-Andre Cote
2112,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Lightweight Bout,Rafael Dos Anjos,Decision - Unanimous,Benoit Roussel27 - 30.David Therien27 - 30.John Woodburn27 - 30.,3,5:00,Yves Lavigne
2113,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Middleweight Bout,Francis Carmont,Decision - Split,Cardo Urso28 - 29.Sal D'amato29 - 28.Tony Weeks28 - 29.,3,5:00,Philippe Chartier
2114,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",Welterweight Bout,Johny Hendricks,KO/TKO,Punch to Head At Distance,1,0:46,Dan Miragliotta
2115,UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",UFC Welterweight Title Bout,Georges St-Pierre,Decision - Unanimous,Sal D'amato46 - 49.David Therien45 - 50.Tony Weeks45 - 50.,5,5:00,Yves Lavigne
2116,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Bantamweight Bout,Scott Jorgensen,Submission,Rear Naked Choke,1,4:59,Herb Dean
2117,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Featherweight Bout,Dennis Siver,Decision - Unanimous,Terry Boehlke24 - 30.Sal D'amato25 - 30.Dave Hagen26 - 30.,3,5:00,Anthony Hamlett
2118,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Lightweight Bout,Abel Trujillo,KO/TKO,Knees to Body On Ground,2,3:56,Anthony Hamlett
2119,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Lightweight Bout,Daron Cruickshank,KO/TKO,Kick to Head At Distance,2,2:57,Anthony Hamlett
2120,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Lightweight Bout,Ramsey Nijem,Decision - Unanimous,Glenn Roy27 - 30.Lester Griffin28 - 29.Marcos Rosales28 - 29.,3,5:00,Dan Miragliotta
2121,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Bantamweight Bout,Raphael Assuncao,Decision - Unanimous,Terry Boehlke28 - 29.Lester Griffin27 - 30.Marcos Rosales27 - 30.,3,5:00,Steve Newport
2122,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Lightweight Bout,Yves Edwards,KO/TKO,Punch to Head At Distance,1,1:55,Steve Newport
2123,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Welterweight Bout,Matt Brown,KO/TKO,Punches to Head At Distance,2,2:31,Dan Miragliotta
2124,UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",Welterweight Bout,Rory MacDonald,Decision - Unanimous,Sal D'amato26 - 30.Lester Griffin26 - 30.Marcos Rosales27 - 30.,3,5:00,Herb Dean
