fight_id,fighter_id,round,kd,sig_str,total_str,td,sub_att,reversals,ctr_time,head,body,leg,distance,clinch,ground
8261,1771,3,0,22 of 45,30 of 62,0 of 0,0,0,0:08,13 of 34,7 of 9,2 of 2,15 of 34,1 of 1,6 of 10
8261,1273,1,0,7 of 13,7 of 13,2 of 3,0,0,1:03,2 of 8,2 of 2,3 of 3,7 of 13,0 of 0,0 of 0
8261,1273,2,0,37 of 58,47 of 68,1 of 1,0,0,0:55,30 of 50,6 of 6,1 of 2,25 of 45,8 of 9,4 of 4
8261,1273,3,0,11 of 26,17 of 33,2 of 5,0,0,0:46,10 of 24,1 of 2,0 of 0,10 of 24,1 of 2,0 of 0
8262,1696,1,0,40 of 83,40 of 83,0 of 1,0,0,0:12,20 of 50,6 of 12,14 of 21,39 of 81,1 of 2,0 of 0
8262,1696,2,0,12 of 28,34 of 51,1 of 3,0,0,1:05,8 of 21,3 of 4,1 of 3,7 of 21,4 of 6,1 of 1
8262,1696,3,1,30 of 62,37 of 73,0 of 0,0,0,0:50,25 of 55,4 of 6,1 of 1,14 of 35,12 of 19,4 of 8
8262,3375,1,0,29 of 60,32 of 63,0 of 0,0,0,0:00,12 of 30,8 of 19,9 of 11,28 of 59,1 of 1,0 of 0
8262,3375,2,2,31 of 55,44 of 73,0 of 0,0,0,1:40,27 of 51,1 of 1,3 of 3,12 of 22,5 of 6,14 of 27
8262,3375,3,0,17 of 34,35 of 53,0 of 1,0,0,1:54,10 of 25,4 of 6,3 of 3,14 of 26,0 of 0,3 of 8
8263,781,1,1,34 of 54,37 of 57,0 of 0,0,0,0:13,13 of 33,7 of 7,14 of 14,25 of 39,0 of 0,9 of 15
8263,781,2,0,32 of 57,32 of 57,0 of 0,0,0,0:00,10 of 31,18 of 22,4 of 4,31 of 56,1 of 1,0 of 0
8263,781,3,0,33 of 48,33 of 48,0 of 2,0,0,0:00,11 of 25,16 of 17,6 of 6,31 of 46,2 of 2,0 of 0
8263,2077,1,0,11 of 27,11 of 27,0 of 0,0,0,0:00,5 of 18,3 of 6,3 of 3,11 of 27,0 of 0,0 of 0
8263,2077,2,0,16 of 32,16 of 32,0 of 0,0,0,0:00,9 of 22,5 of 8,2 of 2,16 of 32,0 of 0,0 of 0
8263,2077,3,0,21 of 45,21 of 45,0 of 0,0,0,0:00,15 of 39,6 of 6,0 of 0,21 of 45,0 of 0,0 of 0
8264,1698,1,1,26 of 64,26 of 64,0 of 0,0,0,0:08,9 of 39,11 of 16,6 of 9,23 of 57,0 of 0,3 of 7
8264,1698,2,0,44 of 67,47 of 70,0 of 0,0,0,1:24,31 of 52,11 of 12,2 of 3,31 of 51,0 of 0,13 of 16
8264,1698,3,0,38 of 61,38 of 61,0 of 0,0,0,0:00,18 of 36,9 of 12,11 of 13,38 of 61,0 of 0,0 of 0
8264,1698,4,0,44 of 84,44 of 84,0 of 0,0,0,0:00,23 of 57,15 of 18,6 of 9,44 of 84,0 of 0,0 of 0
8264,1698,5,0,46 of 99,46 of 99,0 of 0,0,0,0:00,22 of 69,18 of 22,6 of 8,46 of 98,0 of 1,0 of 0
8264,3156,1,0,16 of 32,16 of 32,0 of 0,0,0,0:00,12 of 28,1 of 1,3 of 3,16 of 32,0 of 0,0 of 0
8264,3156,2,1,25 of 43,25 of 43,0 of 1,1,0,0:12,21 of 36,3 of 5,1 of 2,19 of 34,2 of 3,4 of 6
8264,3156,3,0,21 of 49,21 of 49,0 of 0,0,0,0:00,15 of 41,2 of 4,4 of 4,21 of 49,0 of 0,0 of 0
8264,3156,4,0,22 of 68,22 of 68,0 of 0,0,0,0:00,21 of 67,0 of 0,1 of 1,22 of 67,0 of 1,0 of 0
8264,3156,5,0,25 of 63,25 of 63,0 of 0,0,0,0:00,25 of 63,0 of 0,0 of 0,24 of 61,1 of 2,0 of 0
8265,506,1,0,19 of 44,38 of 66,0 of 0,0,0,0:43,14 of 38,4 of 4,1 of 2,15 of 38,4 of 5,0 of 1
8265,506,2,0,9 of 12,23 of 30,0 of 0,0,1,0:50,4 of 7,1 of 1,4 of 4,8 of 10,0 of 0,1 of 2
8265,506,3,0,13 of 30,31 of 54,0 of 0,0,1,1:18,12 of 29,0 of 0,1 of 1,13 of 26,0 of 1,0 of 3
8265,501,1,0,19 of 42,21 of 46,0 of 6,0,0,0:32,10 of 31,9 of 11,0 of 0,13 of 34,6 of 8,0 of 0
8265,501,2,0,3 of 8,45 of 62,1 of 1,0,0,3:01,2 of 6,1 of 2,0 of 0,1 of 6,0 of 0,2 of 2
8265,501,3,0,2 of 10,14 of 32,0 of 4,0,1,1:32,2 of 9,0 of 1,0 of 0,2 of 10,0 of 0,0 of 0
8266,4361,1,0,33 of 86,33 of 86,0 of 1,0,0,0:03,22 of 69,9 of 13,2 of 4,33 of 86,0 of 0,0 of 0
8266,4361,2,0,24 of 65,27 of 68,0 of 3,0,0,0:02,19 of 57,5 of 8,0 of 0,24 of 65,0 of 0,0 of 0
8266,2836,1,5,59 of 112,65 of 120,0 of 0,0,0,0:53,47 of 98,2 of 2,10 of 12,35 of 70,4 of 4,20 of 38
8266,2836,2,1,33 of 62,43 of 74,0 of 0,0,0,1:50,29 of 58,2 of 2,2 of 2,15 of 41,3 of 3,15 of 18
8267,204,1,0,8 of 19,8 of 19,0 of 0,0,0,0:00,1 of 11,2 of 2,5 of 6,8 of 19,0 of 0,0 of 0
8267,204,2,0,8 of 23,9 of 25,0 of 0,0,0,0:00,3 of 18,2 of 2,3 of 3,8 of 23,0 of 0,0 of 0
8267,204,3,0,12 of 36,12 of 36,0 of 0,0,0,0:00,6 of 28,4 of 6,2 of 2,12 of 36,0 of 0,0 of 0
8267,1083,1,0,10 of 16,10 of 16,0 of 1,0,0,0:00,3 of 8,7 of 8,0 of 0,10 of 16,0 of 0,0 of 0
8267,1083,2,0,10 of 21,10 of 21,0 of 2,0,0,0:00,6 of 14,4 of 6,0 of 1,10 of 21,0 of 0,0 of 0
8267,1083,3,0,15 of 31,15 of 31,0 of 0,0,0,0:00,9 of 24,6 of 7,0 of 0,15 of 31,0 of 0,0 of 0
8268,3295,1,0,22 of 47,55 of 83,1 of 3,0,0,0:18,13 of 37,5 of 5,4 of 5,22 of 47,0 of 0,0 of 0
8268,3295,2,0,8 of 25,22 of 39,0 of 0,0,0,0:00,5 of 20,0 of 1,3 of 4,7 of 21,1 of 4,0 of 0
8268,3303,1,0,14 of 42,48 of 86,0 of 2,0,0,2:39,8 of 33,3 of 6,3 of 3,14 of 42,0 of 0,0 of 0
8268,3303,2,0,20 of 34,34 of 54,1 of 2,0,0,1:32,15 of 27,3 of 4,2 of 3,6 of 19,4 of 5,10 of 10
8269,1479,1,0,3 of 5,3 of 8,0 of 0,0,0,0:19,0 of 1,0 of 0,3 of 4,3 of 4,0 of 0,0 of 1
8269,1479,2,0,29 of 57,29 of 57,0 of 0,0,0,0:00,9 of 31,13 of 19,7 of 7,29 of 57,0 of 0,0 of 0
8269,1479,3,0,34 of 68,34 of 68,0 of 0,0,0,0:00,8 of 35,14 of 20,12 of 13,33 of 67,1 of 1,0 of 0
8269,378,1,0,2 of 4,4 of 7,1 of 1,1,0,3:52,2 of 4,0 of 0,0 of 0,1 of 3,0 of 0,1 of 1
8269,378,2,0,17 of 33,18 of 34,0 of 1,0,0,0:00,6 of 17,5 of 9,6 of 7,17 of 33,0 of 0,0 of 0
8269,378,3,0,14 of 37,14 of 37,0 of 3,0,0,0:00,4 of 24,2 of 4,8 of 9,13 of 36,1 of 1,0 of 0
8270,3481,1,1,3 of 9,3 of 9,0 of 0,0,0,0:00,1 of 4,1 of 4,1 of 1,3 of 9,0 of 0,0 of 0
8270,2181,1,0,5 of 9,5 of 9,0 of 0,0,0,0:00,5 of 9,0 of 0,0 of 0,5 of 8,0 of 1,0 of 0
8271,2641,1,0,10 of 14,21 of 28,0 of 2,0,0,1:37,2 of 3,5 of 8,3 of 3,5 of 9,5 of 5,0 of 0
8271,2641,2,0,3 of 5,10 of 12,3 of 4,0,0,3:56,1 of 2,2 of 3,0 of 0,0 of 1,3 of 4,0 of 0
8271,2641,3,0,0 of 1,8 of 11,0 of 3,0,1,4:11,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
8271,2886,1,1,17 of 25,42 of 56,0 of 0,0,0,1:46,11 of 19,4 of 4,2 of 2,11 of 15,1 of 1,5 of 9
8271,2886,2,0,1 of 5,31 of 39,0 of 0,0,2,0:50,0 of 3,1 of 1,0 of 1,1 of 3,0 of 2,0 of 0
8271,2886,3,0,2 of 2,27 of 31,0 of 0,1,0,0:37,2 of 2,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1
8272,2096,1,0,16 of 34,16 of 34,0 of 0,0,0,0:00,6 of 20,3 of 5,7 of 9,16 of 34,0 of 0,0 of 0
8272,1527,1,1,23 of 43,28 of 48,0 of 0,0,0,0:17,20 of 40,1 of 1,2 of 2,11 of 26,0 of 0,12 of 17
8273,90,1,0,5 of 10,10 of 18,3 of 6,2,0,3:16,3 of 6,1 of 3,1 of 1,5 of 8,0 of 2,0 of 0
8273,90,2,0,11 of 20,32 of 45,2 of 5,0,0,3:47,5 of 12,3 of 5,3 of 3,5 of 6,2 of 3,4 of 11
8273,90,3,0,6 of 12,13 of 27,2 of 5,0,0,2:23,4 of 8,1 of 3,1 of 1,3 of 6,1 of 1,2 of 5
8273,2903,1,0,10 of 18,36 of 49,1 of 1,0,0,0:43,1 of 6,5 of 6,4 of 6,8 of 15,2 of 3,0 of 0
8273,2903,2,0,5 of 9,46 of 56,0 of 0,1,0,0:09,2 of 3,3 of 6,0 of 0,4 of 7,1 of 2,0 of 0
8273,2903,3,0,11 of 18,36 of 46,0 of 0,1,0,0:04,5 of 10,5 of 6,1 of 2,5 of 11,6 of 7,0 of 0
8274,2373,1,0,22 of 36,23 of 37,0 of 0,0,0,0:17,5 of 15,4 of 7,13 of 14,19 of 30,3 of 6,0 of 0
8274,2373,2,0,37 of 61,37 of 61,0 of 0,0,0,0:11,19 of 40,14 of 15,4 of 6,20 of 40,17 of 21,0 of 0
8274,2373,3,0,34 of 45,43 of 55,0 of 1,0,0,0:29,18 of 27,9 of 11,7 of 7,19 of 23,10 of 12,5 of 10
8274,282,1,0,5 of 17,12 of 24,1 of 2,0,0,1:27,4 of 12,1 of 5,0 of 0,3 of 14,2 of 3,0 of 0
8274,282,2,0,29 of 44,39 of 55,1 of 2,0,0,1:47,16 of 28,12 of 13,1 of 3,13 of 26,16 of 18,0 of 0
8274,282,3,0,5 of 16,9 of 21,0 of 2,0,0,1:16,4 of 14,0 of 1,1 of 1,5 of 16,0 of 0,0 of 0
8275,4374,1,0,22 of 43,24 of 45,0 of 0,0,0,0:00,14 of 31,4 of 4,4 of 8,15 of 33,7 of 10,0 of 0
8275,4374,2,0,33 of 64,37 of 69,0 of 0,0,0,0:00,28 of 58,4 of 5,1 of 1,25 of 54,8 of 10,0 of 0
8275,4374,3,0,26 of 39,69 of 88,1 of 3,0,0,3:11,21 of 33,2 of 3,3 of 3,18 of 27,8 of 12,0 of 0
8275,2524,1,0,22 of 55,23 of 57,0 of 0,0,0,0:00,15 of 41,2 of 5,5 of 9,20 of 52,2 of 3,0 of 0
8275,2524,2,0,34 of 93,35 of 94,0 of 2,0,0,0:15,25 of 72,5 of 12,4 of 9,34 of 91,0 of 2,0 of 0
8275,2524,3,0,8 of 22,8 of 22,0 of 2,0,0,0:15,4 of 15,1 of 1,3 of 6,8 of 22,0 of 0,0 of 0
8276,4292,1,0,20 of 34,21 of 35,0 of 0,0,0,0:00,19 of 33,1 of 1,0 of 0,19 of 33,1 of 1,0 of 0
8276,4292,2,0,9 of 27,9 of 27,0 of 0,0,0,0:00,8 of 26,1 of 1,0 of 0,9 of 27,0 of 0,0 of 0
8276,4292,3,1,20 of 28,21 of 29,0 of 0,0,0,0:32,20 of 28,0 of 0,0 of 0,8 of 13,1 of 1,11 of 14
8276,4292,4,0,6 of 22,8 of 24,0 of 0,0,0,0:04,6 of 22,0 of 0,0 of 0,5 of 20,1 of 2,0 of 0
8276,4292,5,0,11 of 31,11 of 31,0 of 0,0,0,0:00,9 of 26,2 of 5,0 of 0,10 of 30,1 of 1,0 of 0
8276,909,1,0,15 of 35,21 of 42,0 of 3,0,0,0:12,6 of 19,9 of 16,0 of 0,10 of 30,5 of 5,0 of 0
8276,909,2,0,16 of 38,29 of 58,1 of 3,0,0,2:04,12 of 32,4 of 6,0 of 0,15 of 36,0 of 0,1 of 2
8276,909,3,0,13 of 30,32 of 51,1 of 2,0,0,2:39,10 of 24,3 of 6,0 of 0,10 of 26,0 of 0,3 of 4
8276,909,4,0,14 of 24,37 of 48,0 of 3,0,0,1:56,10 of 18,4 of 6,0 of 0,12 of 21,2 of 3,0 of 0
8276,909,5,0,9 of 18,73 of 83,0 of 4,0,0,2:15,3 of 12,6 of 6,0 of 0,7 of 15,2 of 3,0 of 0
8277,3380,1,0,21 of 55,23 of 58,2 of 3,0,0,1:37,7 of 31,9 of 13,5 of 11,9 of 39,12 of 16,0 of 0
8277,3380,2,0,22 of 42,31 of 52,3 of 5,0,0,1:28,11 of 29,7 of 8,4 of 5,18 of 36,4 of 6,0 of 0
8277,3380,3,0,21 of 53,27 of 61,2 of 2,0,0,1:31,10 of 32,7 of 16,4 of 5,21 of 51,0 of 2,0 of 0
8277,3812,1,0,19 of 32,25 of 38,0 of 0,0,0,0:00,10 of 22,3 of 3,6 of 7,16 of 28,3 of 4,0 of 0
8277,3812,2,0,16 of 28,28 of 46,0 of 1,0,0,1:23,8 of 20,4 of 4,4 of 4,12 of 23,4 of 5,0 of 0
8277,3812,3,0,21 of 43,33 of 55,0 of 2,0,0,0:18,11 of 30,3 of 6,7 of 7,20 of 41,1 of 2,0 of 0
8278,1135,1,0,8 of 19,12 of 26,1 of 3,0,0,2:48,1 of 9,2 of 5,5 of 5,7 of 17,1 of 1,0 of 1
8278,1135,2,0,17 of 35,47 of 83,2 of 4,0,0,4:01,13 of 25,3 of 9,1 of 1,10 of 24,0 of 0,7 of 11
8278,1135,3,0,8 of 16,69 of 95,2 of 2,0,0,3:53,8 of 16,0 of 0,0 of 0,8 of 16,0 of 0,0 of 0
8278,518,1,0,7 of 14,8 of 16,0 of 1,1,0,0:03,1 of 6,2 of 4,4 of 4,7 of 14,0 of 0,0 of 0
8278,518,2,0,9 of 17,13 of 26,0 of 0,0,0,0:00,6 of 13,2 of 3,1 of 1,8 of 16,1 of 1,0 of 0
8278,518,3,0,10 of 25,17 of 33,0 of 0,1,0,0:00,8 of 20,1 of 4,1 of 1,10 of 24,0 of 1,0 of 0
8279,292,1,0,2 of 7,48 of 67,1 of 1,1,0,2:53,2 of 7,0 of 0,0 of 0,2 of 6,0 of 0,0 of 1
8279,4380,1,0,0 of 5,2 of 9,0 of 0,0,0,0:00,0 of 4,0 of 1,0 of 0,0 of 5,0 of 0,0 of 0
8280,2050,1,0,9 of 18,18 of 30,3 of 5,1,0,3:55,5 of 12,4 of 6,0 of 0,3 of 9,6 of 9,0 of 0
8280,2050,2,0,1 of 3,1 of 3,1 of 2,0,0,0:50,0 of 1,1 of 2,0 of 0,0 of 2,1 of 1,0 of 0
8280,3200,1,0,12 of 18,17 of 23,0 of 0,0,0,0:00,7 of 12,5 of 6,0 of 0,5 of 10,7 of 8,0 of 0
8280,3200,2,1,11 of 13,13 of 15,0 of 0,0,0,0:02,8 of 10,3 of 3,0 of 0,7 of 8,2 of 3,2 of 2
8281,4184,1,0,15 of 26,19 of 30,1 of 7,0,0,2:09,7 of 17,4 of 5,4 of 4,13 of 23,2 of 3,0 of 0
8281,4184,2,0,36 of 66,36 of 66,0 of 3,0,0,0:19,23 of 51,8 of 10,5 of 5,36 of 65,0 of 1,0 of 0
8281,4184,3,0,38 of 67,41 of 73,0 of 4,0,0,0:46,21 of 50,10 of 10,7 of 7,38 of 67,0 of 0,0 of 0
8281,1445,1,0,11 of 25,13 of 27,0 of 0,0,0,0:00,3 of 15,2 of 3,6 of 7,11 of 25,0 of 0,0 of 0
8281,1445,2,0,14 of 45,15 of 46,0 of 0,0,0,0:02,11 of 38,0 of 4,3 of 3,14 of 45,0 of 0,0 of 0
8281,1445,3,0,16 of 44,22 of 52,0 of 0,0,0,0:00,8 of 35,2 of 3,6 of 6,16 of 44,0 of 0,0 of 0
8282,2786,1,1,12 of 19,12 of 19,0 of 0,0,0,0:02,6 of 13,4 of 4,2 of 2,8 of 15,0 of 0,4 of 4
8282,1227,1,0,3 of 7,3 of 7,0 of 0,0,0,0:00,0 of 1,1 of 1,2 of 5,3 of 7,0 of 0,0 of 0
8283,3711,1,0,10 of 39,10 of 39,1 of 1,0,0,0:10,4 of 25,4 of 7,2 of 7,10 of 39,0 of 0,0 of 0
8283,3711,2,0,22 of 50,25 of 53,0 of 3,0,0,0:04,15 of 41,3 of 4,4 of 5,22 of 49,0 of 1,0 of 0
8283,3711,3,0,37 of 75,38 of 76,0 of 5,0,0,0:08,32 of 69,5 of 6,0 of 0,36 of 72,1 of 3,0 of 0
8283,4127,1,0,19 of 54,19 of 55,0 of 2,0,0,0:19,9 of 40,7 of 10,3 of 4,18 of 53,1 of 1,0 of 0
8283,4127,2,0,35 of 81,35 of 81,1 of 2,0,0,0:33,21 of 59,14 of 22,0 of 0,31 of 76,4 of 5,0 of 0
8283,4127,3,0,36 of 94,36 of 94,1 of 1,0,0,0:22,30 of 85,6 of 9,0 of 0,32 of 88,4 of 6,0 of 0
8284,2367,1,0,17 of 36,29 of 50,0 of 1,0,0,0:16,13 of 30,4 of 4,0 of 2,16 of 35,1 of 1,0 of 0
8284,2367,2,0,25 of 31,51 of 63,2 of 2,0,0,1:03,25 of 31,0 of 0,0 of 0,3 of 8,2 of 2,20 of 21
8284,4419,1,0,18 of 36,24 of 42,0 of 4,0,0,2:03,5 of 20,4 of 5,9 of 11,15 of 32,3 of 4,0 of 0
8284,4419,2,0,2 of 6,18 of 27,1 of 1,0,0,2:37,0 of 4,0 of 0,2 of 2,2 of 6,0 of 0,0 of 0
8285,3409,1,0,18 of 34,29 of 47,0 of 1,0,0,2:03,10 of 24,6 of 7,2 of 3,12 of 28,6 of 6,0 of 0
8285,3409,2,0,7 of 11,77 of 84,1 of 1,2,0,4:53,7 of 11,0 of 0,0 of 0,1 of 3,0 of 0,6 of 8
8285,3409,3,0,8 of 13,84 of 93,1 of 1,0,0,4:29,8 of 12,0 of 1,0 of 0,1 of 4,0 of 0,7 of 9
8285,767,1,0,24 of 37,45 of 59,0 of 0,0,0,0:00,14 of 26,4 of 4,6 of 7,14 of 27,10 of 10,0 of 0
8285,767,2,0,0 of 3,6 of 9,0 of 0,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
8285,767,3,0,3 of 7,24 of 30,0 of 0,0,0,0:00,1 of 4,0 of 0,2 of 3,3 of 6,0 of 1,0 of 0
8286,456,1,0,36 of 68,37 of 69,0 of 6,0,0,0:00,21 of 51,6 of 8,9 of 9,36 of 68,0 of 0,0 of 0
8286,456,2,0,48 of 88,51 of 92,0 of 1,0,0,0:00,39 of 76,5 of 8,4 of 4,48 of 88,0 of 0,0 of 0
8286,456,3,0,34 of 94,35 of 95,0 of 2,0,0,0:00,28 of 84,4 of 7,2 of 3,34 of 92,0 of 2,0 of 0
8286,3300,1,0,39 of 95,40 of 97,0 of 0,0,0,0:42,29 of 83,6 of 6,4 of 6,31 of 82,0 of 0,8 of 13
8286,3300,2,0,34 of 84,34 of 85,0 of 0,0,0,0:20,21 of 65,7 of 10,6 of 9,34 of 84,0 of 0,0 of 0
8286,3300,3,0,49 of 102,49 of 102,0 of 0,0,0,0:00,36 of 85,10 of 13,3 of 4,49 of 102,0 of 0,0 of 0
8287,3259,1,0,32 of 74,38 of 81,0 of 1,0,0,1:00,20 of 61,1 of 2,11 of 11,30 of 72,2 of 2,0 of 0
8287,3259,2,0,38 of 88,38 of 88,1 of 1,0,0,0:19,32 of 78,0 of 4,6 of 6,38 of 88,0 of 0,0 of 0
8287,3259,3,0,44 of 105,47 of 109,1 of 4,0,0,0:04,36 of 96,6 of 7,2 of 2,36 of 96,8 of 9,0 of 0
8287,1041,1,0,19 of 62,19 of 62,0 of 1,0,0,0:00,10 of 47,6 of 12,3 of 3,19 of 62,0 of 0,0 of 0
8287,1041,2,0,25 of 62,26 of 63,0 of 0,0,0,0:00,17 of 48,8 of 13,0 of 1,25 of 62,0 of 0,0 of 0
8287,1041,3,0,48 of 98,50 of 100,0 of 0,0,0,0:27,40 of 86,6 of 10,2 of 2,41 of 90,7 of 8,0 of 0
8288,3937,1,1,6 of 9,12 of 18,2 of 2,0,0,3:56,5 of 8,0 of 0,1 of 1,3 of 5,0 of 0,3 of 4
8288,3937,2,0,1 of 2,1 of 2,2 of 3,1,0,0:45,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
8288,3015,1,0,2 of 5,14 of 17,0 of 0,0,0,0:00,1 of 3,0 of 0,1 of 2,1 of 3,0 of 1,1 of 1
8288,3015,2,0,1 of 4,1 of 4,0 of 0,0,0,0:00,0 of 3,0 of 0,1 of 1,1 of 4,0 of 0,0 of 0
8289,493,1,0,8 of 18,8 of 19,1 of 4,0,0,2:32,7 of 17,0 of 0,1 of 1,7 of 15,1 of 3,0 of 0
8289,493,2,0,11 of 20,19 of 28,2 of 3,0,0,2:56,8 of 16,2 of 2,1 of 2,0 of 5,11 of 15,0 of 0
8289,493,3,0,12 of 27,16 of 31,0 of 0,0,0,0:00,11 of 24,1 of 3,0 of 0,12 of 25,0 of 2,0 of 0
8289,2505,1,0,3 of 11,8 of 17,0 of 0,0,0,0:08,2 of 9,1 of 2,0 of 0,2 of 9,1 of 2,0 of 0
8289,2505,2,0,7 of 23,20 of 37,0 of 0,0,0,1:20,4 of 19,3 of 4,0 of 0,2 of 11,5 of 12,0 of 0
8289,2505,3,0,16 of 38,26 of 48,0 of 0,0,0,1:44,12 of 30,3 of 7,1 of 1,12 of 33,4 of 5,0 of 0
8290,1185,1,0,19 of 45,19 of 45,0 of 0,0,0,0:00,10 of 35,9 of 10,0 of 0,19 of 45,0 of 0,0 of 0
8290,1185,2,0,23 of 38,23 of 38,0 of 0,0,0,0:00,14 of 28,4 of 5,5 of 5,23 of 37,0 of 1,0 of 0
8290,1185,3,0,17 of 31,17 of 31,0 of 0,0,0,0:00,14 of 28,2 of 2,1 of 1,16 of 30,1 of 1,0 of 0
8290,3869,1,0,19 of 47,19 of 49,0 of 2,0,0,0:13,9 of 32,1 of 3,9 of 12,19 of 46,0 of 1,0 of 0
8290,3869,2,0,18 of 43,19 of 44,0 of 2,0,0,0:38,9 of 32,1 of 3,8 of 8,18 of 42,0 of 1,0 of 0
8290,3869,3,0,24 of 71,26 of 74,0 of 2,0,0,0:23,10 of 53,11 of 14,3 of 4,19 of 66,5 of 5,0 of 0
8291,2551,1,1,5 of 9,6 of 10,0 of 0,0,0,0:01,4 of 8,1 of 1,0 of 0,3 of 7,1 of 1,1 of 1
8291,4106,1,1,5 of 10,5 of 10,0 of 0,0,0,0:02,3 of 7,1 of 2,1 of 1,5 of 10,0 of 0,0 of 0
8292,1075,1,1,26 of 44,26 of 44,0 of 2,0,0,0:01,16 of 29,5 of 10,5 of 5,24 of 42,0 of 0,2 of 2
8292,553,1,0,18 of 50,18 of 50,0 of 0,0,0,0:00,15 of 47,1 of 1,2 of 2,18 of 50,0 of 0,0 of 0
8293,3763,1,0,37 of 46,61 of 74,0 of 0,0,1,3:49,35 of 44,2 of 2,0 of 0,1 of 3,0 of 0,36 of 43
8293,1985,1,0,0 of 0,2 of 2,1 of 1,1,1,0:05,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
8294,4224,1,0,13 of 22,17 of 27,3 of 4,0,0,3:31,5 of 14,3 of 3,5 of 5,8 of 13,2 of 5,3 of 4
8294,4224,2,0,13 of 18,48 of 57,1 of 1,0,0,4:41,6 of 11,5 of 5,2 of 2,4 of 5,1 of 2,8 of 11
8294,4224,3,1,18 of 22,31 of 36,2 of 5,0,0,3:34,15 of 18,1 of 2,2 of 2,6 of 8,1 of 2,11 of 12
8294,652,1,0,11 of 25,12 of 26,0 of 0,0,0,0:18,7 of 21,0 of 0,4 of 4,11 of 25,0 of 0,0 of 0
8294,652,2,0,1 of 4,6 of 10,0 of 0,0,0,0:00,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0
8294,652,3,0,7 of 13,12 of 18,0 of 0,0,0,0:09,7 of 12,0 of 1,0 of 0,7 of 13,0 of 0,0 of 0
8295,134,1,0,7 of 12,18 of 24,1 of 3,0,0,1:18,2 of 7,4 of 4,1 of 1,4 of 9,3 of 3,0 of 0
8295,1042,1,1,24 of 43,27 of 46,0 of 0,0,0,0:39,9 of 26,3 of 4,12 of 13,20 of 37,3 of 3,1 of 3
8296,1869,1,0,22 of 42,23 of 43,1 of 2,0,0,1:42,17 of 37,5 of 5,0 of 0,20 of 37,2 of 4,0 of 1
8296,1869,2,0,34 of 67,35 of 68,1 of 3,0,0,0:26,31 of 63,3 of 4,0 of 0,31 of 63,3 of 4,0 of 0
8296,1869,3,0,27 of 75,31 of 80,3 of 3,0,0,1:04,22 of 70,4 of 4,1 of 1,27 of 75,0 of 0,0 of 0
8296,2478,1,0,16 of 49,20 of 54,0 of 2,1,0,0:22,8 of 29,5 of 9,3 of 11,15 of 48,1 of 1,0 of 0
8296,2478,2,0,35 of 84,39 of 89,0 of 0,1,1,0:27,15 of 55,14 of 19,6 of 10,33 of 82,2 of 2,0 of 0
8296,2478,3,0,44 of 100,50 of 106,0 of 1,0,0,0:07,26 of 76,8 of 10,10 of 14,39 of 94,5 of 6,0 of 0
8297,1209,1,0,22 of 63,27 of 68,0 of 0,0,0,0:00,19 of 56,1 of 4,2 of 3,22 of 63,0 of 0,0 of 0
8297,1209,2,0,23 of 69,23 of 69,0 of 1,0,0,0:00,18 of 62,2 of 3,3 of 4,23 of 69,0 of 0,0 of 0
8297,1209,3,0,19 of 50,24 of 56,3 of 4,0,0,1:42,15 of 46,3 of 3,1 of 1,17 of 47,2 of 3,0 of 0
8297,3381,1,0,29 of 64,29 of 66,1 of 3,0,0,0:35,13 of 43,4 of 6,12 of 15,28 of 63,0 of 0,1 of 1
8297,3381,2,0,29 of 56,30 of 57,0 of 3,0,0,0:28,17 of 40,3 of 5,9 of 11,27 of 54,2 of 2,0 of 0
8297,3381,3,0,25 of 54,36 of 67,0 of 1,0,0,0:32,19 of 47,1 of 2,5 of 5,14 of 40,11 of 14,0 of 0
8298,2318,1,0,27 of 68,28 of 69,1 of 3,0,0,0:46,19 of 57,6 of 9,2 of 2,22 of 58,5 of 10,0 of 0
8298,2318,2,0,28 of 50,30 of 52,1 of 3,0,0,0:56,21 of 42,6 of 7,1 of 1,22 of 43,6 of 7,0 of 0
8298,2318,3,0,17 of 33,42 of 66,1 of 1,0,0,3:55,16 of 29,0 of 3,1 of 1,13 of 29,0 of 0,4 of 4
8298,1675,1,0,25 of 46,26 of 47,0 of 3,0,0,0:33,18 of 38,5 of 6,2 of 2,22 of 41,3 of 5,0 of 0
8298,1675,2,0,31 of 54,38 of 63,0 of 1,1,0,0:46,19 of 39,11 of 14,1 of 1,22 of 41,9 of 13,0 of 0
8298,1675,3,0,8 of 10,16 of 19,0 of 1,0,0,0:00,5 of 7,3 of 3,0 of 0,8 of 10,0 of 0,0 of 0
8299,1117,1,0,3 of 11,4 of 14,1 of 5,0,0,1:06,2 of 10,1 of 1,0 of 0,2 of 10,1 of 1,0 of 0
8299,1117,2,0,11 of 25,18 of 33,0 of 3,0,0,0:58,4 of 18,7 of 7,0 of 0,6 of 18,5 of 7,0 of 0
